temperatura,amonia,idade,peso,sexo,fotoperiodo,ruido,luz,umidade,infeccoes,animais_por_gaiola,risco,linhagem
31,30,438,166,0,14,42,295,52,0,5,3,0
40,20,627,36,0,13,14,133,95,1,5,3,0
21,13,292,499,1,11,56,277,92,0,5,3,0
25,23,672,119,0,16,41,235,55,0,1,3,0
20,12,579,212,1,11,12,92,5,0,4,3,0
33,16,214,175,0,10,24,72,90,0,4,3,0
27,17,231,199,0,10,59,80,18,1,2,3,0
40,17,211,478,0,11,40,128,25,0,2,3,0
30,12,315,232,0,14,15,177,24,0,5,3,0
31,16,622,375,1,14,80,208,43,1,5,3,0
32,22,697,435,1,15,69,232,27,1,2,3,0
35,28,620,353,1,11,10,290,39,0,4,3,0
39,29,266,333,0,16,22,196,14,1,3,3,0
27,10,521,156,1,13,23,165,45,0,5,3,0
23,9,264,181,0,10,25,265,22,1,5,3,0
29,12,552,188,1,15,74,205,25,1,5,3,0
39,12,260,89,0,10,19,129,8,1,5,3,0
24,14,51,310,0,13,75,74,12,1,5,3,0
38,18,492,46,1,10,23,163,67,0,4,3,0
27,24,461,272,0,13,33,92,47,1,2,3,0
38,14,148,441,1,12,53,152,34,1,3,3,0
36,28,187,363,0,11,18,78,53,0,1,3,0
23,23,524,261,1,13,70,286,36,0,3,3,0
23,16,624,128,0,14,17,268,65,1,2,3,0
21,20,386,147,1,12,20,259,6,1,4,3,0
35,19,611,469,1,13,52,106,78,0,3,3,0
36,15,268,325,0,15,34,279,99,0,2,3,0
40,18,220,469,0,16,44,142,72,0,2,3,0
35,26,289,129,0,11,48,235,36,0,1,3,0
28,18,323,387,1,14,74,110,68,1,1,3,0
26,20,620,292,1,16,40,284,8,0,4,3,0
30,16,71,404,0,13,49,85,19,0,3,3,0
21,16,515,339,1,10,59,135,58,1,5,3,0
25,28,637,414,1,12,66,95,54,1,3,3,0
25,11,659,384,1,12,78,130,4,0,3,3,0
22,17,533,238,0,11,39,212,20,1,3,3,0
40,26,284,264,0,13,17,85,77,1,1,3,0
37,19,294,414,1,16,44,162,71,0,1,3,0
33,22,206,400,1,10,75,95,67,1,5,3,0
40,30,362,297,0,10,35,106,66,1,3,3,0
30,28,706,44,1,10,58,228,35,0,2,3,0
34,16,83,477,0,12,45,125,48,0,1,3,0
28,19,133,243,1,10,80,158,39,1,3,3,0
38,27,690,321,0,11,76,278,78,1,4,3,0
37,19,432,94,1,16,40,106,27,0,5,3,0
36,23,164,496,1,16,43,206,89,0,1,3,0
39,20,484,45,0,11,34,258,56,0,1,3,0
32,13,611,62,1,11,25,274,23,0,1,3,0
23,17,118,43,0,16,17,174,40,0,1,3,0
36,24,539,259,0,14,16,94,58,0,3,3,0
22,16,306,260,1,12,12,75,25,1,5,3,0
34,14,228,154,0,10,11,70,64,1,1,3,0
23,9,200,390,0,11,24,150,36,1,4,3,0
32,23,347,74,1,15,58,70,49,0,1,3,0
36,30,605,351,0,16,30,288,71,1,3,3,0
23,12,46,105,0,11,15,98,53,0,2,3,0
40,26,53,279,1,13,79,133,20,1,1,3,0
38,12,101,339,1,13,77,83,32,0,4,3,0
32,24,231,220,0,11,27,298,85,1,5,3,0
27,25,597,314,1,10,16,193,73,0,5,3,0
24,25,672,419,0,12,38,108,99,1,2,3,0
26,14,262,283,1,15,59,140,63,1,4,3,0
32,19,213,464,0,10,25,240,53,0,1,3,0
20,13,728,136,1,10,78,93,28,0,3,3,0
20,14,122,14,0,16,36,255,2,1,5,3,0
26,25,335,70,1,15,67,207,42,1,3,3,0
26,12,352,497,1,14,20,298,41,1,1,3,0
25,11,418,166,1,16,24,201,74,0,2,3,0
28,23,28,50,1,15,28,135,1,0,2,3,0
20,25,101,209,1,15,18,86,60,0,5,3,0
33,21,411,28,1,10,38,199,97,0,5,3,0
39,24,157,280,0,15,49,123,10,0,1,3,0
27,27,252,187,0,13,34,106,7,1,5,3,0
28,25,290,81,0,13,63,100,86,0,5,3,0
40,22,94,469,1,13,57,210,20,1,3,3,0
27,23,191,451,1,15,20,236,93,0,1,3,0
29,23,358,380,0,15,57,268,11,1,4,3,0
38,17,642,256,0,14,78,269,72,0,1,3,0
26,19,67,67,0,15,14,130,17,1,2,3,0
34,13,166,16,1,11,72,255,0,0,4,3,0
20,26,340,62,1,12,69,245,66,0,5,3,0
26,22,715,431,0,11,14,276,62,1,3,3,0
35,11,63,15,1,12,25,153,38,1,4,3,0
23,28,109,390,0,13,53,286,80,1,5,3,0
25,30,114,169,1,12,41,119,3,0,2,3,0
21,30,288,231,0,13,45,276,80,0,4,3,0
39,22,222,136,0,12,21,299,0,1,2,3,0
33,27,598,395,1,10,40,256,3,1,5,3,0
33,23,38,186,0,13,68,134,80,1,1,3,0
26,24,100,399,0,12,11,117,63,1,3,3,0
36,23,88,76,0,13,54,105,43,0,3,3,0
38,10,620,193,1,10,54,109,61,1,1,3,0
24,15,80,16,0,12,30,262,76,1,2,3,0
37,12,280,287,0,13,36,225,5,1,1,3,0
39,18,722,429,1,13,22,156,6,0,1,3,0
29,27,469,88,1,13,29,109,8,1,1,3,0
21,18,152,440,1,11,35,63,55,0,2,3,0
20,23,662,325,0,11,44,154,24,1,3,3,0
23,22,523,304,0,16,22,177,1,1,4,3,0
22,15,682,11,0,16,55,137,68,0,2,3,0
29,20,643,292,1,13,59,185,47,0,3,3,0
38,19,162,245,0,11,53,209,27,1,5,3,0
34,24,536,410,0,10,31,70,90,0,1,3,0
39,18,60,61,0,16,57,83,8,0,4,3,0
36,29,171,258,0,10,55,76,66,1,2,3,0
40,17,319,485,0,14,13,296,46,1,1,3,0
22,22,481,332,0,12,52,131,19,0,3,3,0
34,9,282,144,0,15,37,213,1,0,2,3,0
30,18,477,487,0,11,48,120,6,0,1,3,0
31,27,71,216,1,11,43,251,58,0,4,3,0
33,23,273,13,0,10,56,161,51,1,1,3,0
21,10,451,375,0,12,60,114,91,0,3,3,0
20,29,397,280,1,13,42,279,89,0,2,3,0
20,24,633,498,1,12,63,76,52,1,2,3,0
24,18,682,308,1,16,49,180,43,0,2,3,0
39,19,341,444,1,13,22,151,47,0,1,3,0
27,14,697,316,0,12,60,90,9,1,5,3,0
40,18,341,336,1,10,39,153,11,0,5,3,0
30,23,524,230,1,16,46,270,38,0,2,3,0
39,26,669,347,1,14,31,285,56,1,2,3,0
30,22,707,247,0,12,52,193,93,1,3,3,0
33,18,108,269,1,16,55,207,56,1,2,3,0
36,16,660,281,0,13,62,298,38,1,1,3,0
29,20,530,479,0,11,24,268,2,1,3,3,0
29,19,100,16,0,10,79,268,86,1,1,3,0
35,12,556,311,0,14,21,91,35,1,5,3,0
30,15,202,58,0,11,66,242,2,0,4,3,0
38,29,195,68,1,14,29,157,23,0,5,3,0
27,24,668,469,0,16,48,236,88,0,5,3,0
24,25,135,486,1,13,15,175,72,0,4,3,0
38,21,92,12,1,12,46,230,66,1,1,3,0
22,11,151,191,1,12,72,233,1,0,5,3,0
37,23,499,425,0,16,35,180,38,0,4,3,0
27,13,118,401,0,13,66,133,69,0,1,3,0
37,22,99,117,1,12,40,143,93,0,2,3,0
37,11,387,53,1,10,58,289,62,1,4,3,0
28,25,555,89,1,16,24,272,76,1,3,3,0
28,21,190,37,1,13,51,243,14,0,3,3,0
30,10,207,464,1,14,24,173,68,0,3,3,0
20,23,298,410,0,16,68,256,67,1,4,3,0
32,20,550,40,0,11,22,187,15,1,5,3,0
22,25,482,103,1,10,54,299,30,1,4,3,0
30,24,637,188,1,16,37,162,42,0,5,3,0
25,13,33,272,0,12,55,155,97,1,1,3,0
39,20,413,27,1,14,18,240,96,1,3,3,0
34,29,64,272,1,14,28,220,34,0,1,3,0
32,11,710,76,0,16,29,245,40,1,4,3,0
23,30,490,412,0,15,14,125,87,0,2,3,0
21,24,25,219,1,11,37,83,15,1,1,3,0
22,20,424,321,1,11,40,296,35,0,4,3,0
24,21,113,21,1,12,46,249,24,0,1,3,0
40,27,634,339,0,12,59,99,24,0,1,3,0
38,21,511,432,1,11,49,118,74,1,4,3,0
20,25,471,493,1,13,11,254,13,0,4,3,0
28,9,436,496,1,15,27,200,98,1,4,3,0
22,25,416,161,1,15,25,107,68,1,5,3,0
37,24,442,259,1,14,65,231,38,0,3,3,0
38,25,373,261,1,12,53,167,73,1,4,3,0
23,10,578,102,0,10,49,292,2,1,4,3,0
25,15,534,314,1,16,78,138,10,1,4,3,0
23,23,631,453,1,12,43,70,13,0,5,3,0
36,20,140,129,0,12,50,289,13,0,3,3,0
36,30,219,173,1,10,29,269,19,1,2,3,0
38,27,21,144,0,15,66,227,2,1,1,3,0
38,17,466,244,1,10,15,208,20,0,1,3,0
36,27,238,187,0,13,33,90,41,0,5,3,0
33,21,65,265,1,11,62,207,65,0,4,3,0
25,11,421,185,1,15,68,123,45,1,2,3,0
31,24,576,49,1,10,63,237,16,0,5,3,0
21,25,426,450,0,12,79,227,56,1,3,3,0
35,24,197,187,0,16,27,263,26,0,1,3,0
31,29,609,19,0,13,27,285,100,1,4,3,0
36,27,620,25,1,16,23,194,99,1,4,3,0
26,14,82,378,0,11,67,252,16,0,3,3,0
22,23,276,300,0,12,20,185,75,0,1,3,0
30,23,371,33,1,15,14,179,68,0,2,3,0
35,26,510,127,1,10,52,187,6,1,4,3,0
39,15,88,180,0,11,65,290,1,0,2,3,0
39,22,253,56,1,12,71,155,78,1,2,3,0
25,19,421,228,0,16,71,283,72,1,2,3,0
30,10,362,50,1,10,27,169,7,0,2,3,0
25,9,346,460,0,13,64,224,18,1,2,3,0
27,29,615,420,1,11,27,247,39,0,1,3,0
24,17,193,416,0,11,55,64,66,1,2,3,0
20,21,311,434,1,10,66,267,100,1,4,3,0
38,28,551,187,1,12,32,63,53,1,2,3,0
21,21,287,99,1,13,39,281,37,1,2,3,0
36,27,207,87,0,12,57,151,26,0,5,3,0
40,29,35,185,0,13,20,219,72,0,5,3,0
20,10,442,392,0,10,41,271,38,0,1,3,0
39,19,688,164,1,12,51,231,80,1,1,3,0
39,10,197,455,1,10,44,79,18,1,3,3,0
38,30,325,83,0,11,28,219,54,0,1,3,0
34,12,237,356,0,14,61,91,40,0,3,3,0
34,26,115,326,1,14,36,145,26,1,4,3,0
21,12,633,198,1,11,56,299,14,1,1,3,0
22,16,512,46,0,14,71,188,14,1,3,3,0
22,24,392,365,0,14,35,118,53,1,2,3,0
28,24,90,402,1,15,15,253,78,0,3,3,0
28,11,661,396,1,14,70,133,84,0,3,3,0
28,22,361,379,1,12,33,179,32,0,5,3,0
38,14,58,366,0,14,39,133,57,1,5,3,0
27,15,706,386,1,15,78,211,9,0,1,3,0
22,24,484,106,1,11,72,211,68,1,3,3,0
21,29,500,27,1,16,39,270,4,0,3,3,0
26,28,60,149,1,15,78,254,96,1,5,3,0
30,29,41,220,0,11,47,148,77,0,2,3,0
33,14,648,432,0,10,45,164,27,0,3,3,0
33,24,240,208,0,15,80,208,18,1,5,3,0
31,27,171,370,1,12,24,280,83,0,1,3,0
22,27,694,30,1,15,39,150,90,0,5,3,0
29,10,507,214,1,10,70,177,6,0,3,3,0
34,22,354,420,0,14,47,75,60,0,4,3,0
30,17,294,140,1,16,24,237,10,1,5,3,0
30,16,388,317,0,10,34,252,0,1,4,3,0
23,23,434,131,1,14,30,284,43,1,1,3,0
26,11,364,359,0,15,54,235,69,1,2,3,0
38,10,388,388,1,13,68,85,66,1,1,3,0
28,10,175,235,0,10,34,252,56,0,2,3,0
37,26,72,190,1,14,78,63,34,0,5,3,0
40,27,611,202,1,11,70,207,61,1,4,3,0
38,10,577,360,0,16,61,224,69,0,1,3,0
24,23,531,127,1,12,74,245,93,0,2,3,0
23,28,558,405,1,10,21,263,83,1,1,3,0
30,23,27,118,0,14,57,80,51,1,1,3,0
24,16,445,494,1,12,80,262,11,1,2,3,0
29,27,367,107,1,16,76,182,77,0,2,3,0
28,22,109,42,0,16,27,84,21,1,1,3,0
24,19,664,122,0,11,57,225,8,0,3,3,0
24,13,601,492,0,10,29,152,54,0,3,3,0
26,25,674,480,1,13,36,92,65,1,1,3,0
24,10,621,364,1,15,76,122,9,1,5,3,0
20,28,253,186,1,14,36,68,95,1,5,3,0
28,24,656,34,1,12,19,292,11,0,3,3,0
25,13,349,111,0,15,52,170,40,1,1,3,0
40,10,440,22,1,10,21,145,70,0,3,3,0
35,12,355,487,0,11,59,110,19,1,4,3,0
37,24,441,321,1,11,65,122,33,1,3,3,0
37,25,570,328,1,13,28,278,33,1,1,3,0
40,19,663,396,1,11,29,178,52,0,5,3,0
25,9,381,350,1,15,44,95,43,0,1,3,0
35,21,368,473,1,13,26,284,19,1,2,3,0
25,17,606,354,1,11,35,153,47,0,3,3,0
37,25,71,474,0,13,67,72,53,0,3,3,0
30,27,372,375,0,12,18,96,52,1,5,3,0
21,23,478,158,0,10,19,251,15,1,5,3,0
27,10,404,283,0,16,20,128,5,1,3,3,0
36,16,73,156,0,15,76,72,47,1,5,3,0
37,9,62,149,1,13,48,92,97,1,4,3,0
36,14,645,329,1,13,17,91,21,0,4,3,0
39,9,690,13,1,10,36,222,4,0,3,3,0
37,26,607,475,1,10,50,101,33,0,1,3,0
30,24,648,85,0,12,26,255,25,1,1,3,0
21,10,247,234,0,11,61,128,98,0,3,3,0
27,27,163,361,1,11,66,267,41,0,5,3,0
28,25,479,290,0,14,69,102,51,0,4,3,0
33,21,682,63,1,10,11,237,33,0,1,3,0
27,11,632,248,0,16,48,298,37,0,2,3,0
20,13,720,319,1,14,69,229,41,1,2,3,0
37,12,286,84,0,15,37,269,26,1,1,3,0
21,30,150,321,0,13,42,199,98,0,4,3,0
38,19,568,481,0,15,31,140,78,1,3,3,0
32,25,25,374,1,12,37,243,26,1,1,3,0
26,11,520,336,0,10,60,212,13,1,5,3,0
30,26,484,419,1,13,19,90,10,0,1,3,0
30,28,584,169,1,13,80,271,23,1,1,3,0
39,26,163,490,0,10,29,257,38,1,1,3,0
39,27,440,228,0,16,26,232,13,0,4,3,0
33,19,225,284,0,15,11,61,85,0,2,3,0
35,21,546,39,1,13,67,89,77,1,2,3,0
23,10,163,286,1,14,38,154,21,1,3,3,0
35,24,354,54,1,10,27,203,66,0,1,3,0
22,15,665,167,0,16,28,297,64,1,5,3,0
30,28,529,177,1,16,71,216,8,1,3,3,0
29,23,148,468,0,16,34,285,2,0,1,3,0
36,22,716,439,0,16,23,85,60,0,2,3,0
30,15,336,406,1,14,73,110,47,0,4,3,0
29,15,712,332,1,12,27,230,37,0,4,3,0
40,26,479,311,0,14,58,200,96,0,1,3,0
33,18,482,264,0,15,43,246,45,1,4,3,0
40,19,602,90,0,14,11,212,8,1,2,3,0
32,12,667,44,1,14,24,175,80,1,2,3,0
36,27,288,71,0,10,31,224,90,0,5,3,0
39,30,382,20,0,10,50,176,96,1,4,3,0
20,21,171,179,0,13,14,238,58,1,4,3,0
35,27,649,217,0,13,52,84,76,1,5,3,0
24,11,383,134,1,16,77,221,2,0,1,3,0
29,28,298,417,0,11,53,61,89,0,1,3,0
33,14,70,188,0,16,71,287,11,0,2,3,0
26,13,46,426,0,11,69,79,12,0,1,3,0
31,18,321,208,0,12,43,197,83,1,3,3,0
23,27,597,418,0,16,30,231,50,0,5,3,0
27,10,354,493,1,11,71,167,1,0,5,3,0
38,14,478,459,1,12,63,203,99,0,5,3,0
32,17,104,100,0,14,58,82,39,0,2,3,0
40,18,635,450,0,11,31,183,55,1,4,3,0
34,17,241,182,0,15,59,148,93,1,3,3,0
38,21,554,139,1,11,63,202,34,1,4,3,0
29,20,42,341,0,11,37,249,51,0,2,3,0
20,20,572,216,1,13,59,151,94,1,1,3,0
33,25,534,413,1,16,14,245,11,0,1,3,0
32,26,591,440,0,16,54,227,55,1,3,3,0
20,26,626,229,0,13,79,141,85,0,2,3,0
20,26,201,495,1,16,58,278,89,0,1,3,0
25,25,202,357,0,10,69,170,61,0,3,3,0
28,25,269,347,0,13,21,82,94,0,5,3,0
32,14,498,367,0,11,23,275,25,0,1,3,0
37,13,593,312,0,13,49,214,26,1,2,3,0
40,21,385,137,0,13,14,119,40,0,3,3,0
28,19,293,403,0,13,13,243,42,1,3,3,0
29,13,517,433,0,15,51,127,35,1,1,3,0
20,21,92,403,0,10,70,231,56,0,5,3,0
35,28,725,311,1,16,77,77,73,0,5,3,0
32,25,670,106,1,11,38,148,79,1,5,3,0
39,14,342,392,1,13,16,273,66,0,4,3,0
29,18,325,103,0,16,73,107,73,1,5,3,0
38,20,550,412,1,11,24,130,8,0,4,3,0
29,18,278,78,0,12,22,150,29,0,3,3,0
27,29,630,278,1,15,29,234,29,0,5,3,0
25,16,415,482,1,12,16,152,5,1,3,3,0
35,18,135,407,1,12,34,235,79,1,3,3,0
27,9,457,113,0,14,69,183,67,1,2,3,0
29,24,629,414,1,14,26,152,13,0,3,3,0
39,21,218,345,0,12,66,207,32,0,4,3,0
24,20,183,367,0,10,38,255,0,0,4,3,0
39,23,55,94,0,13,61,234,28,1,2,3,0
27,23,97,404,0,10,71,66,27,0,3,3,0
34,21,686,368,0,13,44,224,1,0,4,3,0
38,13,384,142,0,10,18,252,82,1,3,3,0
34,9,224,87,1,15,29,250,14,1,1,3,0
25,13,615,348,1,13,48,104,17,1,4,3,0
35,22,559,65,1,14,11,294,7,0,5,3,0
36,20,703,251,0,11,26,173,1,0,2,3,0
39,23,191,111,1,14,60,263,56,1,1,3,0
23,24,422,98,1,14,66,174,97,1,3,3,0
24,14,644,257,1,14,44,248,22,1,1,3,0
20,10,373,290,0,11,68,121,32,0,1,3,0
25,25,21,410,1,14,23,228,52,0,4,3,0
34,14,594,128,1,11,46,86,78,1,5,3,0
22,9,605,393,1,12,14,231,96,0,1,3,0
21,20,607,165,0,16,45,256,20,1,2,3,0
20,19,319,23,0,13,75,107,63,1,2,3,0
36,21,75,329,0,12,13,181,97,0,3,3,0
27,27,590,113,1,15,49,171,15,0,3,3,0
29,29,221,120,1,12,39,299,31,1,5,3,0
30,22,388,219,1,13,39,183,38,0,5,3,0
29,9,455,146,0,12,23,271,17,1,5,3,0
26,20,388,407,1,12,14,243,60,0,2,3,0
25,22,616,107,1,15,72,79,13,1,4,3,0
37,12,590,135,0,11,11,157,27,1,3,3,0
38,21,687,385,0,15,43,274,45,1,5,3,0
35,20,710,386,1,13,45,148,83,0,4,3,0
24,28,82,252,1,11,56,106,28,0,2,3,0
20,16,638,288,1,16,23,219,20,1,1,3,0
24,11,611,467,1,14,30,202,10,0,5,3,0
31,23,253,459,1,16,70,139,40,1,1,3,0
35,15,219,367,0,10,68,178,61,0,1,3,0
36,22,337,97,0,10,20,76,58,0,1,3,0
21,10,85,383,1,13,21,191,59,1,5,3,0
29,24,243,444,0,11,34,242,84,0,5,3,0
21,26,211,427,1,13,49,150,67,0,1,3,0
28,28,158,291,0,15,54,153,65,1,5,3,0
22,26,685,83,1,12,30,161,64,0,5,3,0
40,24,483,145,0,13,62,273,1,1,3,3,0
26,17,226,120,1,15,23,294,23,0,5,3,0
32,29,621,394,1,15,41,145,92,1,4,3,0
34,29,216,225,1,16,30,265,86,1,5,3,0
37,25,269,394,1,11,59,72,59,1,4,3,0
25,24,566,382,1,15,26,130,51,0,2,3,0
29,22,373,297,0,14,30,215,45,1,3,3,0
28,28,572,52,1,16,57,223,28,1,4,3,0
34,10,49,304,0,13,71,71,0,1,3,3,0
30,29,486,105,0,11,55,224,29,0,1,3,0
24,16,81,146,1,12,75,117,54,1,3,3,0
22,18,233,344,1,15,56,81,0,0,5,3,0
36,21,80,269,1,10,67,291,1,1,2,3,0
27,11,88,350,1,12,74,160,50,0,3,3,0
35,28,90,118,1,13,20,133,73,0,1,3,0
37,25,325,436,0,15,32,64,87,0,3,3,0
36,11,249,123,1,14,47,108,76,0,1,3,0
24,12,472,270,1,12,57,255,80,0,1,3,0
31,23,169,48,1,10,38,90,82,1,2,3,0
21,19,274,38,0,13,80,160,33,1,4,3,0
20,29,386,480,1,13,55,267,88,0,2,3,0
21,20,121,323,0,16,17,119,60,1,5,3,0
25,13,678,323,0,16,50,198,2,1,2,3,0
26,10,700,62,0,14,40,104,43,1,5,3,0
35,22,508,182,1,12,36,124,86,0,5,3,0
31,24,355,330,0,13,32,62,49,1,5,3,0
29,23,451,193,0,10,50,256,10,1,5,3,0
22,29,164,395,0,16,41,107,96,0,5,3,0
35,22,594,427,1,13,21,253,81,1,4,3,0
27,11,93,102,0,15,80,265,64,1,1,3,0
20,28,574,57,1,16,64,248,25,1,3,3,0
34,13,669,449,1,12,46,197,80,1,5,3,0
35,20,716,279,1,10,72,158,0,1,1,3,0
28,15,161,482,1,14,20,218,72,0,3,3,0
32,9,403,87,0,11,27,262,99,0,2,3,0
27,27,588,131,1,11,40,173,34,0,4,3,0
21,30,45,443,0,11,44,143,60,1,2,3,0
28,28,210,344,0,14,62,60,56,1,1,3,0
25,22,214,22,1,16,33,272,93,1,5,3,0
23,20,631,136,0,14,29,299,84,0,5,3,0
28,30,251,260,1,13,52,62,77,0,2,3,0
20,24,164,241,1,13,51,195,76,1,1,3,0
23,30,577,98,0,12,53,268,31,0,3,3,0
33,25,433,243,0,12,35,101,53,1,1,3,0
28,22,26,164,0,14,78,114,99,1,2,3,0
38,28,224,288,1,12,63,280,59,0,1,3,0
22,18,292,114,0,11,11,217,71,0,2,3,0
30,14,688,86,1,14,26,149,38,1,5,3,0
35,21,189,427,1,10,63,95,60,0,2,3,0
21,21,336,155,1,10,43,252,8,1,1,3,0
27,25,590,125,1,16,51,229,84,1,4,3,0
32,22,314,74,0,12,51,233,37,1,2,3,0
39,12,46,188,0,13,53,113,51,0,5,3,0
29,17,526,91,1,12,33,65,66,0,1,3,0
32,13,604,362,0,15,22,184,35,0,5,3,0
28,13,411,168,1,14,37,271,95,0,2,3,0
29,29,661,72,0,15,38,71,42,1,5,3,0
24,17,43,426,0,12,33,271,62,1,5,3,0
37,28,372,74,0,16,17,290,52,0,4,3,0
30,24,330,139,1,10,28,99,46,0,1,3,0
27,16,191,357,1,13,15,178,0,0,5,3,0
20,25,370,310,0,15,32,105,10,1,4,3,0
20,30,117,62,0,16,76,152,64,0,2,3,0
28,17,526,455,0,13,22,80,37,0,2,3,0
30,12,381,370,1,13,40,296,31,0,1,3,0
33,11,238,356,0,16,50,287,23,1,1,3,0
20,18,301,431,1,14,80,62,38,1,1,3,0
21,10,433,62,0,16,55,222,69,1,1,3,0
32,30,66,366,1,16,76,258,9,1,5,3,0
32,27,373,41,1,16,64,149,90,0,1,3,0
36,9,723,441,1,13,14,213,36,1,1,3,0
32,21,705,446,0,15,44,97,83,1,3,3,0
26,12,331,200,0,14,48,105,29,0,2,3,0
38,17,429,253,0,15,11,76,63,0,3,3,0
29,22,133,443,0,15,80,89,27,0,1,3,0
28,30,443,479,1,16,33,73,68,0,4,3,0
23,13,539,220,0,16,56,238,32,1,5,3,0
21,15,277,137,1,13,11,221,41,1,5,3,0
28,25,308,56,0,15,31,239,1,1,3,3,0
31,29,126,93,1,10,68,195,90,1,3,3,0
33,13,253,16,1,10,27,166,89,0,1,3,0
28,21,138,280,1,10,26,166,22,0,4,3,0
29,15,309,341,0,11,76,108,41,0,5,3,0
33,16,189,148,0,10,15,222,11,1,3,3,0
23,21,287,176,1,13,67,239,99,0,4,3,0
22,15,411,130,1,10,53,283,83,0,4,3,0
21,21,368,162,0,13,23,180,80,1,2,3,0
36,24,489,123,1,12,55,82,17,1,5,3,0
20,11,391,130,0,12,16,157,3,0,4,3,0
40,16,118,26,0,10,75,186,61,1,5,3,0
39,11,535,186,0,16,10,237,65,1,5,3,0
21,30,175,346,0,15,67,128,2,1,2,3,0
28,9,613,367,0,12,11,174,84,0,5,3,0
31,24,130,328,1,13,49,265,56,1,5,3,0
37,30,240,166,0,14,80,82,99,1,5,3,0
23,22,358,253,0,13,77,164,52,1,2,3,0
39,29,228,32,0,13,15,93,80,0,5,3,0
25,28,413,15,0,11,48,202,31,0,3,3,0
22,29,562,70,1,13,15,65,59,0,1,3,0
20,12,605,66,1,16,62,156,4,1,4,3,0
23,21,344,88,1,12,18,83,65,1,3,3,0
33,29,310,270,1,13,31,123,57,1,4,3,0
25,20,289,309,1,12,12,139,93,1,5,3,0
29,30,175,249,0,10,62,131,93,1,5,3,0
20,21,357,339,0,11,30,300,0,1,5,3,0
35,26,317,404,1,16,33,92,40,1,2,3,0
33,22,307,188,1,10,66,184,77,0,1,3,0
40,13,517,102,0,12,45,241,56,0,1,3,0
25,29,287,208,0,13,35,278,24,0,2,3,0
22,15,290,30,1,16,75,267,54,0,4,3,0
29,18,280,308,0,15,20,255,17,1,4,3,0
35,20,528,45,0,13,70,296,44,1,1,3,0
38,25,674,287,0,13,50,259,37,1,2,3,0
29,17,728,438,0,10,54,89,84,1,3,3,0
35,26,705,399,1,10,47,243,46,1,3,3,0
37,23,119,498,1,13,46,222,49,0,1,3,0
36,23,323,236,0,10,49,231,44,0,3,3,0
33,27,531,418,0,10,10,224,5,1,4,3,0
29,26,692,416,0,12,29,204,28,1,2,3,0
37,17,367,477,1,14,76,141,86,1,4,3,0
34,13,101,41,1,14,67,201,15,1,3,3,0
32,10,340,492,0,12,44,89,61,0,1,3,0
27,29,525,469,1,16,24,152,28,1,1,3,0
33,15,573,248,1,12,58,164,97,0,2,3,0
38,21,530,131,0,13,19,270,77,1,2,3,0
24,14,24,266,1,11,32,72,6,1,4,3,0
26,17,289,145,0,16,70,242,40,0,2,3,0
29,30,180,246,1,13,52,115,82,0,4,3,0
40,27,199,416,0,11,27,190,81,0,1,3,0
36,30,670,43,1,13,77,191,51,1,4,3,0
28,22,394,73,0,10,48,211,95,0,4,3,0
27,27,523,271,1,10,19,209,94,1,3,3,0
27,28,535,306,0,14,42,135,11,0,5,3,0
32,9,611,292,0,13,58,86,9,0,5,3,0
20,24,302,363,1,13,55,123,7,0,2,3,0
37,17,104,233,0,16,74,285,82,1,5,3,0
20,9,633,422,1,16,74,91,40,0,4,3,0
29,18,98,402,1,14,33,260,13,0,2,3,0
21,23,481,162,1,13,21,284,46,0,5,3,0
40,19,67,349,0,11,80,100,42,1,4,3,0
33,22,216,142,0,14,32,142,64,0,4,3,0
34,19,307,101,0,10,24,158,91,0,3,3,0
26,15,711,338,1,10,51,161,15,0,4,3,0
24,9,693,448,0,11,14,296,23,0,1,3,0
30,13,321,147,1,14,16,115,42,1,1,3,0
27,11,702,188,0,11,65,282,31,1,2,3,0
24,22,176,475,1,11,69,158,28,0,5,3,0
31,25,151,149,0,16,39,162,74,0,3,3,0
38,23,612,109,0,11,44,212,42,0,5,3,0
40,15,496,164,0,16,39,263,17,1,2,3,0
36,16,571,185,1,15,11,224,82,1,1,3,0
39,28,706,29,0,13,18,195,75,1,3,3,0
35,15,684,323,1,10,19,101,9,0,3,3,0
27,13,421,481,0,16,76,108,24,1,2,3,0
31,28,703,90,0,14,15,121,18,0,4,3,0
20,28,627,192,0,10,43,292,1,0,5,3,0
35,20,472,16,1,14,20,250,42,0,4,3,0
24,28,316,173,1,15,79,300,51,0,2,3,0
29,27,268,344,0,12,20,293,40,0,4,3,0
34,29,248,122,0,11,60,269,0,1,3,3,0
38,13,465,416,0,10,41,178,35,1,4,3,0
38,14,276,369,1,11,43,282,16,1,3,3,0
30,21,640,38,0,15,69,147,17,0,5,3,0
36,16,402,226,1,13,59,173,87,1,3,3,0
27,12,545,83,0,11,69,290,57,0,2,3,0
34,25,243,287,1,12,75,142,80,1,3,3,0
25,17,40,81,1,16,79,266,23,1,1,3,0
20,20,491,350,0,10,39,266,40,0,5,3,0
31,10,72,444,0,13,18,82,64,1,5,3,0
32,13,41,102,0,15,46,222,90,0,2,3,0
22,17,681,234,0,16,32,200,52,0,5,3,0
29,18,427,371,1,16,39,144,76,1,5,3,0
32,9,120,139,0,13,10,285,14,1,5,3,0
