temperatura;amonia;idade;peso;sexo;fotoperiodo;ruido;luz;umidade;infeccoes;animais_por_gaiola;risco
28;27;214;18;0;14;45;265;44;1;4;3
27;12;547;81;1;10;24;285;29;0;3;4
21;16;540;36;0;12;48;277;27;1;2;3
27;25;280;56;1;14;76;130;48;0;5;4
38;14;374;428;0;10;32;99;85;0;1;6
32;12;463;422;0;14;71;106;62;0;5;7
22;19;244;201;0;15;65;63;82;1;4;6
21;14;45;188;1;13;14;281;88;1;5;6
39;19;176;396;0;12;59;153;77;1;1;7
26;30;596;407;0;13;73;101;53;1;3;7
26;29;125;196;0;13;78;68;99;0;1;6
20;30;166;91;1;11;72;72;83;0;5;4
37;28;246;182;1;12;18;183;34;1;3;3
37;16;31;26;0;15;57;82;74;0;5;7
26;29;463;350;0;10;32;236;32;0;4;6
25;13;537;114;0;10;55;208;93;0;2;5
34;28;211;199;1;12;73;103;17;0;1;8
37;25;239;263;0;12;20;89;58;0;1;7
39;10;537;246;1;12;23;234;9;1;5;9
38;19;462;498;1;16;79;72;68;1;3;5
21;22;416;241;0;14;47;148;89;0;5;6
37;27;292;163;1;12;22;135;36;1;3;6
40;26;523;471;0;10;61;110;20;1;1;9
25;23;234;280;1;10;34;189;58;1;1;9
27;30;153;286;0;15;70;274;9;0;3;7
35;21;228;456;0;16;27;66;24;0;4;8
40;14;593;379;0;11;13;93;25;1;5;3
33;20;262;147;1;11;66;169;83;0;4;7
37;22;448;145;1;12;74;284;93;1;2;5
37;23;258;252;0;10;54;181;35;0;5;7
40;16;170;425;0;15;40;215;96;0;4;6
32;22;59;417;1;16;14;99;30;0;5;6
40;10;114;182;0;10;78;276;60;0;3;5
25;25;147;196;1;15;45;289;60;0;5;9
20;10;657;271;0;12;11;69;47;1;5;8
30;21;30;452;0;13;18;167;2;0;4;4
34;25;699;341;1;12;12;108;38;1;2;7
34;29;156;193;0;16;77;145;31;0;2;8
40;17;508;482;1;15;44;264;86;0;3;8
35;19;437;143;0;16;79;291;7;0;3;7
21;16;474;209;0;10;32;227;100;1;4;7
39;26;61;281;0;11;33;86;28;0;3;7
38;10;309;263;1;11;29;89;25;0;1;6
21;25;212;405;0;12;37;121;32;0;3;6
23;16;124;440;1;15;27;252;87;1;4;6
21;27;489;187;1;11;18;153;65;0;5;3
30;22;689;358;0;10;23;60;8;0;2;3
25;21;186;170;0;12;19;195;48;1;2;3
40;14;52;357;0;15;28;218;87;0;3;3
31;27;283;120;0;11;73;169;26;1;5;4
34;10;349;230;0;12;53;258;30;0;3;4
40;30;358;33;1;16;78;105;53;0;5;6
22;28;516;98;0;11;61;123;9;1;5;8
34;12;697;220;0;10;20;297;45;1;2;5
24;13;120;294;1;16;61;147;44;0;1;3
32;16;412;79;0;12;54;155;67;1;1;9
28;23;583;466;0;16;65;265;100;0;4;5
24;11;219;267;1;11;52;181;62;1;1;3
21;18;497;198;0;13;35;61;68;1;4;8
32;13;123;343;1;13;72;219;16;0;4;4
29;22;113;87;0;13;25;131;89;1;5;9
25;29;286;225;1;14;48;262;74;1;3;3
39;28;620;363;1;12;73;67;26;0;3;8
22;11;573;140;0;10;28;277;89;1;5;3
21;19;220;275;0;11;47;209;60;0;3;7
24;14;387;259;0;11;72;251;52;1;5;7
40;23;687;246;1;11;80;257;18;0;5;7
28;13;391;476;0;14;69;110;93;1;1;9
25;19;355;492;1;15;60;83;50;1;3;7
37;17;303;420;1;13;20;127;32;0;2;3
31;11;487;413;0;15;69;281;70;0;2;5
31;11;22;199;1;12;78;83;44;1;1;5
39;12;74;355;0;10;61;293;58;1;2;8
37;15;543;246;1;11;21;247;1;1;4;5
30;10;513;152;1;13;18;110;97;1;4;3
33;15;95;230;0;10;48;193;33;1;2;6
20;11;594;379;1;14;48;290;54;0;3;9
26;28;298;258;1;15;40;258;67;1;2;9
27;30;421;379;0;11;66;261;0;0;3;8
25;11;430;116;0;16;59;65;76;1;4;6
24;29;697;486;0;10;80;245;11;1;4;9
39;18;290;295;0;15;73;185;13;0;5;5
30;17;501;314;1;13;46;221;51;0;5;5
22;26;119;478;1;12;19;240;63;0;4;7
24;22;376;310;1;16;55;185;48;1;2;6
36;18;721;195;0;16;37;239;55;1;2;4
30;18;116;336;0;13;20;216;74;0;3;7
28;18;367;382;0;12;62;238;64;1;2;9
37;22;712;168;0;12;63;239;8;0;3;8
25;14;466;383;1;15;23;226;87;1;2;6
29;9;576;449;0;15;15;207;100;0;3;8
32;17;654;405;1;16;21;255;74;0;2;3
30;21;504;322;0;13;36;87;31;0;3;9
37;29;464;407;0;15;16;120;8;1;5;9
36;17;518;127;0;11;11;293;80;1;5;9
24;10;222;302;1;13;48;81;64;0;1;5
33;23;676;389;1;10;68;253;56;0;5;9
37;19;222;182;0;14;38;82;40;1;3;9
29;21;43;322;0;13;68;188;56;0;1;3
27;23;530;261;1;16;55;253;20;0;2;4
39;27;668;267;1;13;20;152;67;0;3;8
21;24;248;473;0;11;22;61;53;0;4;6
29;22;537;192;0;11;74;162;3;0;3;3
31;11;377;67;0;13;57;259;67;1;2;4
26;16;114;410;0;10;18;99;100;0;1;6
28;20;586;230;0;10;56;111;28;1;5;8
20;9;25;262;0;15;65;120;12;1;5;5
24;20;158;487;1;12;15;291;77;0;5;9
40;16;131;28;0;12;56;94;42;1;4;3
35;10;679;435;0;12;25;236;1;0;4;6
29;15;146;317;0;12;69;208;56;1;4;4
28;16;95;274;1;11;72;146;26;0;1;5
22;25;529;498;1;15;36;236;64;1;2;8
39;15;666;144;0;11;41;261;76;0;2;7
23;27;105;373;0;13;42;61;48;0;1;4
22;16;405;23;0;11;65;74;47;1;5;8
39;13;66;189;0;11;10;231;94;0;4;8
21;16;469;421;0;13;42;156;96;0;1;7
28;11;403;335;0;14;61;88;59;1;1;5
33;28;658;492;0;13;26;156;5;1;4;5
29;27;261;139;0;10;36;63;31;0;2;5
34;19;666;181;0;16;54;230;28;1;5;7
37;9;371;145;1;15;26;187;88;1;5;6
21;15;295;248;0;16;55;218;31;0;4;3
38;26;568;246;1;15;35;139;20;0;3;7
27;15;174;222;0;16;55;178;44;1;3;9
21;16;102;494;0;13;18;179;14;1;2;9
31;26;231;413;0;11;42;83;17;1;3;3
36;26;468;150;1;14;18;114;41;1;5;4
22;13;417;93;0;14;50;99;67;1;4;7
22;18;369;79;1;11;27;175;50;0;2;7
23;10;209;171;0;11;17;143;18;1;5;4
28;14;680;310;0;14;23;62;100;0;1;5
27;28;638;134;0;13;67;265;98;1;2;9
21;24;270;436;0;15;10;299;27;0;3;5
34;28;712;155;1;14;69;119;92;1;3;5
33;24;500;91;0;10;78;299;72;1;1;3
24;30;378;395;0;16;28;149;77;1;5;8
31;20;290;167;1;14;51;116;80;0;5;6
26;13;144;265;1;10;36;163;84;0;3;7
35;24;148;41;0;13;21;123;52;0;4;9
25;16;650;89;0;10;68;228;21;1;4;5
28;12;121;312;1;10;52;177;30;1;5;9
21;15;717;162;1;10;14;72;90;1;3;7
38;10;237;113;0;13;69;74;68;1;2;9
31;13;22;383;1;14;39;89;4;1;2;3
31;16;558;38;0;13;36;162;42;1;1;5
21;29;526;290;1;15;21;187;35;1;4;5
30;26;452;424;1;10;25;103;80;1;4;3
25;30;109;104;1;16;12;202;76;0;1;5
21;26;531;294;0;11;36;88;77;0;4;8
40;21;677;197;0;11;41;66;79;1;3;8
22;20;416;309;1;16;44;223;23;0;4;3
31;25;615;406;0;15;40;139;20;1;4;7
39;22;180;460;1;12;40;283;14;0;4;6
22;9;304;390;0;10;33;150;94;1;5;6
34;26;727;321;1;10;70;64;18;1;3;7
21;24;678;111;1;15;59;220;86;1;3;5
40;19;588;412;0;13;62;292;63;0;1;7
22;30;101;456;0;13;42;203;67;1;5;6
37;28;339;352;1;11;11;153;64;1;5;9
30;21;135;118;0;16;19;261;49;0;1;9
21;15;698;407;0;12;41;152;55;1;3;6
39;23;292;257;0;13;74;153;71;0;5;6
30;27;232;376;0;16;44;236;34;1;1;5
32;18;174;486;0;12;49;112;82;1;4;5
20;24;563;279;0;14;36;283;82;0;4;4
27;16;652;418;0;10;76;180;43;1;3;5
31;21;607;462;1;15;50;163;20;1;5;7
27;22;706;408;1;10;33;247;36;0;5;5
20;9;377;202;1;14;51;124;85;0;4;8
34;17;663;308;0;14;73;207;71;1;1;5
27;13;522;91;0;11;20;180;12;0;5;6
34;25;385;48;1;10;37;284;68;1;1;3
40;16;397;36;1;15;35;197;15;0;2;3
32;30;184;339;1;13;44;119;33;1;1;3
26;13;489;111;1;14;21;244;5;0;3;4
40;27;654;209;1;13;78;217;1;1;5;8
25;17;134;413;0;16;35;208;51;1;1;6
34;30;451;279;1;13;78;265;62;1;1;3
28;16;185;494;1;10;72;277;37;0;5;5
25;13;349;45;0;15;73;152;88;1;1;9
28;30;700;434;0;14;64;230;15;1;5;9
22;30;112;178;1;11;22;149;79;1;5;4
30;28;498;317;1;12;80;266;10;1;5;7
32;14;681;200;0;16;32;213;64;1;1;7
22;11;150;134;1;11;65;138;10;0;3;4
27;27;323;69;0;12;66;180;21;0;3;8
25;20;641;235;0;14;12;81;52;0;2;9
35;18;206;481;0;14;47;60;50;0;2;6
24;20;707;40;0;15;56;126;16;0;4;5
35;13;307;498;1;10;63;300;95;0;4;9
24;26;363;314;1;13;31;244;75;1;5;7
31;19;716;451;1;10;16;175;40;0;4;7
23;12;337;319;1;14;29;140;90;1;3;5
22;14;119;310;0;13;66;252;70;1;5;4
22;21;635;499;0;13;73;231;57;1;2;6
39;18;479;472;0;16;76;79;45;0;3;6
31;19;169;450;1;13;24;150;45;0;3;3
21;18;364;369;0;16;67;179;58;1;3;4
24;11;362;15;1;10;76;224;27;0;3;5
24;24;509;74;0;13;20;272;23;1;4;8
24;14;579;260;0;13;25;65;63;0;5;4
35;26;607;473;1;13;32;179;12;0;2;8
30;9;682;220;0;11;35;83;78;1;1;6
37;21;674;325;1;15;30;260;25;0;1;4
34;27;652;39;1;16;57;177;30;0;5;8
35;27;291;39;0;12;77;160;25;1;4;8
21;23;204;348;1;11;51;278;94;0;2;4
22;13;572;429;1;13;51;198;7;1;3;6
40;17;669;412;1;13;38;63;59;1;4;8
36;30;213;172;0;15;20;97;76;0;2;8
38;25;281;213;1;15;21;130;23;1;3;9
37;25;82;115;0;16;60;185;33;0;5;6
26;26;353;113;0;13;63;122;83;1;3;7
31;17;542;130;0;12;19;217;50;0;4;8
28;15;120;69;0;14;17;254;55;0;4;3
36;14;678;373;0;16;61;300;89;0;2;3
28;26;371;291;0;13;19;120;22;0;2;9
20;18;525;51;1;10;42;72;69;0;5;7
24;29;191;29;1;10;75;135;20;1;4;5
23;17;500;416;0;12;34;297;19;1;2;8
37;30;583;480;1;15;18;81;5;0;1;7
39;30;351;331;0;16;25;292;20;1;4;7
28;13;327;316;0;14;77;76;87;0;3;9
39;25;243;321;0;13;51;289;23;0;4;8
23;27;495;338;0;15;26;160;64;1;5;5
24;26;484;321;1;12;29;111;21;1;5;6
40;12;727;338;0;11;22;68;17;0;3;9
20;21;157;128;0;12;75;94;68;1;2;5
24;23;209;154;0;10;35;218;84;1;3;6
37;19;124;233;1;10;12;147;9;1;2;3
20;24;75;410;1;10;78;281;70;0;2;9
29;19;164;200;0;14;49;288;64;1;5;9
25;20;675;204;1;11;51;91;90;1;1;7
35;15;23;81;1;11;33;105;54;1;1;3
25;20;676;247;1;11;32;138;3;0;2;6
37;19;93;135;0;13;46;170;78;1;5;8
28;15;577;235;0;10;17;232;76;0;2;8
29;16;684;305;0;12;56;260;21;1;5;5
31;19;114;287;0;14;16;183;25;0;1;9
25;27;366;410;1;13;67;197;20;1;2;9
40;20;508;156;0;16;15;147;53;0;1;7
27;22;279;428;1;15;66;72;44;0;3;9
26;19;522;346;0;12;30;66;17;1;1;5
33;18;382;366;1;16;44;288;55;1;5;3
32;21;83;15;1;11;38;293;44;1;3;6
34;26;271;251;0;15;32;100;96;1;4;5
28;17;76;464;0;11;11;149;72;0;5;7
26;22;390;112;1;12;18;268;93;1;3;8
39;23;177;95;1;12;39;124;64;0;4;9
29;9;602;353;0;10;19;273;68;0;1;6
36;24;452;246;0;16;58;83;52;0;5;8
34;20;689;247;0;15;61;91;60;1;2;5
24;13;620;296;1;16;27;244;81;0;2;3
36;12;186;129;0;11;30;270;91;1;5;6
23;24;605;379;1;14;40;268;97;0;4;4
38;26;435;483;1;10;74;252;76;0;5;8
38;15;632;64;1;12;69;102;28;1;1;4
23;12;590;147;1;13;53;134;63;1;3;3
23;23;381;52;1;16;34;180;54;1;2;5
40;30;571;269;0;14;63;214;58;0;1;8
38;28;563;97;0;12;40;136;92;0;4;5
36;23;356;353;0;10;63;158;7;0;3;5
25;22;725;284;0;15;35;157;49;1;1;9
30;25;685;63;1;14;65;165;89;0;5;9
33;21;430;281;0;11;66;159;11;1;5;9
25;30;229;208;1;12;63;254;93;1;3;9
25;18;30;469;1;15;48;217;49;0;3;3
39;26;654;433;0;11;80;128;78;0;2;5
22;29;333;36;0;15;67;248;61;0;3;9
33;27;279;424;0;13;37;67;69;0;1;7
27;22;262;250;0;15;66;184;1;0;1;6
29;15;53;22;0;12;30;267;79;1;2;5
29;16;375;171;0;12;11;225;26;0;2;9
24;11;359;201;0;15;19;84;83;0;2;6
28;14;106;372;1;13;51;102;31;1;4;3
28;20;184;71;0;16;65;295;53;0;4;7
21;19;347;432;1;13;75;151;10;0;2;4
31;26;588;139;1;12;12;227;76;0;4;4
30;11;332;12;0;15;77;152;70;0;3;9
37;26;535;358;1;14;40;71;15;1;2;7
33;28;179;81;1;13;57;104;10;1;3;3
26;23;635;431;1;12;13;174;44;0;5;8
38;22;217;93;0;11;42;205;84;0;4;5
37;20;443;460;0;14;79;151;88;0;3;5
36;16;200;490;1;10;27;282;3;1;2;3
27;26;167;230;1;14;10;263;5;0;3;5
20;22;704;184;0;14;67;244;60;1;5;6
22;10;653;36;0;16;25;171;21;1;5;8
40;15;695;285;0;11;67;177;52;1;4;8
29;14;392;386;1;16;71;130;84;1;4;3
39;30;380;132;0;16;44;210;70;0;1;5
30;19;662;42;0;16;73;100;94;0;2;9
40;9;626;394;1;16;54;108;50;0;2;8
25;22;79;295;1;15;75;268;24;0;3;8
27;11;356;292;1;15;47;244;79;0;3;9
22;26;466;25;0;14;72;267;82;1;1;3
30;19;593;313;0;10;78;243;42;1;1;7
33;29;210;476;0;15;48;71;7;0;3;7
36;27;350;425;1;13;54;178;97;0;4;7
22;20;357;255;0;11;33;154;78;1;2;8
32;29;82;87;1;16;57;68;90;1;2;9
40;13;376;238;1;14;23;173;79;1;4;5
20;17;193;143;1;14;47;273;43;1;4;7
37;13;469;69;0;13;42;281;10;1;3;8
28;30;603;408;1;13;15;198;88;0;2;9
21;24;85;29;1;10;17;263;17;0;5;6
28;29;278;168;0;12;22;148;6;1;3;4
26;11;706;442;1;14;46;116;95;0;4;5
23;25;588;259;0;10;45;89;25;1;5;8
28;22;260;193;0;15;44;153;18;1;3;4
21;22;520;42;1;12;56;223;91;1;2;8
29;25;61;60;0;15;29;262;44;1;1;4
32;12;576;48;0;14;37;168;92;1;1;8
26;30;212;418;0;14;21;63;50;1;4;6
25;9;98;49;1;15;67;273;51;1;5;3
26;16;663;85;1;10;60;180;42;1;1;3
34;15;290;328;1;16;15;280;83;0;1;6
30;15;516;361;1;12;52;246;42;0;5;9
25;25;637;280;1;10;40;273;34;0;3;6
40;13;75;382;0;12;37;235;57;1;2;4
27;29;715;463;0;10;66;235;89;1;3;3
21;10;48;317;0;16;29;224;12;1;3;5
39;12;261;348;1;13;44;140;64;1;4;9
33;13;354;357;1;14;34;286;6;0;5;5
37;30;530;400;1;11;19;89;45;1;4;3
39;29;126;154;0;13;76;242;78;1;2;9
35;18;689;335;0;15;75;197;70;0;5;4
39;13;696;375;0;10;70;80;58;0;4;7
32;9;717;155;1;16;28;167;29;1;1;9
32;20;489;59;1;13;51;278;5;1;1;9
37;28;441;228;0;13;70;74;6;1;1;8
20;18;566;40;0;12;54;188;86;1;3;7
31;23;321;172;0;10;26;64;99;1;5;5
37;13;315;112;0;16;27;250;73;1;2;6
32;27;114;205;0;12;38;279;20;0;5;8
22;24;535;80;0;16;16;259;77;0;2;5
36;18;217;201;0;14;65;103;35;0;5;3
32;26;601;381;0;15;26;67;68;0;3;5
21;16;445;53;0;16;76;217;21;1;4;3
23;24;708;157;0;14;43;122;31;1;4;7
26;20;568;379;0;11;14;253;46;1;2;9
22;14;425;140;0;11;77;72;91;0;4;6
29;9;389;298;0;16;70;92;85;0;5;7
29;25;568;471;1;13;21;148;6;1;3;3
25;29;585;169;1;14;57;230;2;0;3;9
35;24;153;253;0;16;63;205;68;0;4;7
21;28;344;279;0;12;15;81;55;1;3;8
25;23;579;185;1;13;54;196;86;0;2;8
31;21;572;229;0;16;53;156;64;1;3;5
34;11;180;318;0;13;69;252;79;0;4;6
30;23;36;407;1;14;13;74;67;1;4;3
20;14;262;252;1;12;72;216;78;0;5;7
24;20;159;476;1;10;18;208;50;1;2;7
30;10;381;488;1;14;56;279;93;1;5;4
25;15;52;69;1;16;26;174;90;1;2;5
26;16;31;445;1;16;53;130;6;1;3;8
38;29;158;432;1;12;77;80;29;0;2;4
38;11;513;257;0;10;53;161;57;0;2;7
36;13;575;295;1;15;38;162;24;0;5;5
39;17;270;294;0;13;30;225;88;1;1;9
35;26;594;286;1;15;41;105;96;0;2;6
26;22;142;420;0;12;38;186;28;1;3;3
36;29;618;437;0;15;47;121;42;0;3;8
37;18;237;177;0;16;51;174;89;0;1;7
30;21;228;193;1;15;18;229;43;0;4;4
40;25;219;161;1;10;11;183;29;0;4;9
35;10;709;248;0;11;58;76;57;1;1;7
25;28;26;22;0;11;12;292;15;0;1;8
28;30;691;164;1;12;79;214;18;1;5;7
36;21;249;34;1;13;32;270;21;0;3;9
26;14;442;211;1;12;53;75;62;1;2;7
28;23;258;51;0;15;49;174;20;0;4;3
30;16;183;314;1;10;78;215;69;1;3;3
39;12;591;421;1;15;74;128;2;0;5;3
26;12;51;208;0;13;18;121;8;0;4;9
21;29;259;213;1;14;61;299;54;0;3;7
27;18;81;125;1;10;67;197;41;1;3;7
21;17;118;152;0;12;32;228;48;0;5;9
35;14;292;187;0;14;12;68;45;0;4;5
21;22;665;491;0;12;76;94;39;1;2;7
29;21;525;117;1;11;79;258;90;0;2;9
27;29;212;287;1;15;17;220;40;1;2;8
26;26;726;230;1;11;24;268;90;1;1;9
22;12;149;401;1;15;36;213;30;0;4;7
36;9;576;159;0;16;76;95;99;1;5;5
32;26;250;300;0;12;19;142;100;1;1;3
25;16;453;275;1;14;34;289;88;1;3;7
34;18;96;236;1;11;54;87;71;0;1;5
40;28;183;279;1;10;79;291;60;1;1;7
40;30;615;408;0;15;60;86;24;1;3;9
36;11;446;361;1;15;71;175;55;1;3;6
40;26;627;63;0;15;28;154;64;0;5;8
28;17;567;74;0;14;64;61;22;1;5;5
37;10;571;498;0;14;48;116;95;0;1;3
21;16;538;236;0;15;46;211;70;1;4;9
28;30;445;26;1;16;67;282;46;0;4;8
28;22;435;466;1;14;20;119;91;1;5;9
22;15;274;348;0;14;49;243;82;0;4;7
26;10;447;487;1;10;17;204;3;1;1;3
27;28;129;80;1;14;49;107;83;0;4;8
21;9;290;498;0;14;38;217;10;1;1;5
23;29;208;299;0;13;25;60;97;0;1;3
30;29;438;305;0;12;55;120;50;0;1;4
34;28;724;204;0;12;68;153;73;1;1;4
22;19;364;30;0;10;27;118;95;1;4;3
33;17;531;234;0;13;53;70;76;1;4;3
30;18;221;281;1;14;77;102;65;0;4;3
31;17;289;25;0;14;39;248;31;0;1;6
31;26;632;470;1;11;24;235;96;0;3;4
39;15;419;149;0;14;29;295;32;0;5;9
33;9;591;49;0;10;46;266;68;0;1;5
37;15;349;271;0;16;79;67;86;1;4;4
38;10;396;112;0;16;10;243;52;0;2;6
31;15;89;452;0;15;45;92;50;0;5;6
31;12;553;289;1;16;52;137;65;0;5;9
37;27;432;112;1;12;45;130;3;1;2;6
28;11;84;293;0;11;62;241;45;0;1;6
31;26;627;348;0;16;49;229;74;0;5;4
29;11;395;130;1;16;69;185;70;1;4;9
28;14;61;12;1;16;73;113;47;1;2;3
24;25;569;343;1;11;43;240;40;0;4;4
20;30;560;203;1;13;79;229;58;1;3;8
27;18;301;295;1;15;79;94;48;0;1;6
37;20;386;102;1;12;60;95;46;0;4;9
31;20;340;460;0;11;76;69;100;0;1;7
30;14;401;407;0;14;13;213;72;0;2;6
23;14;587;171;1;13;15;286;17;1;5;3
37;24;155;180;1;16;23;273;96;1;4;4
31;19;469;209;0;15;16;265;79;0;5;8
34;10;302;295;0;15;15;113;40;1;2;4
31;24;181;407;1;12;66;216;13;1;1;8
31;15;710;311;0;12;18;101;16;0;4;7
33;26;142;102;0;15;80;274;1;1;4;7
26;15;633;424;1;15;35;178;88;1;4;6
28;17;276;426;1;12;40;109;95;1;2;8
39;15;257;418;1;10;60;211;27;1;1;9
29;23;277;488;0;16;63;149;93;1;3;7
26;24;422;411;1;12;55;147;25;0;5;5
30;17;160;14;0;16;21;239;20;1;4;4
34;22;613;98;1;11;12;198;92;1;4;7
39;17;699;20;1;16;78;290;79;1;5;9
38;17;33;167;1;13;64;80;81;0;2;7
38;9;287;32;1;10;18;72;33;1;1;6
34;22;678;79;0;12;34;64;20;1;5;4
35;9;381;78;1;12;63;110;34;0;1;9
31;23;120;225;1;16;18;285;34;0;4;4
33;11;596;64;0;14;36;267;28;1;2;4
39;21;420;251;0;16;70;241;56;1;4;5
22;29;146;308;1;16;72;245;79;1;3;5
40;17;102;474;0;16;32;67;63;0;2;5
32;26;242;56;1;10;38;174;34;0;1;8
40;11;579;84;0;16;23;296;81;0;2;8
39;23;347;185;0;15;18;169;70;0;1;7
37;17;372;192;0;11;10;179;25;0;4;8
36;29;291;409;1;12;28;113;30;0;3;6
23;9;155;387;0;11;78;292;1;1;4;8
23;15;273;475;1;10;51;127;62;0;2;5
23;28;716;332;1;16;75;186;44;0;3;4
27;29;711;467;1;12;20;272;99;0;3;8
21;22;440;347;1;16;78;220;98;1;2;4
25;16;341;271;0;16;22;198;43;0;5;3
35;29;586;157;1;11;47;142;37;1;1;7
24;14;195;262;0;13;12;86;57;1;5;5
30;26;39;30;1;16;11;61;76;1;2;8
40;19;453;382;1;12;16;294;4;1;1;6
21;9;552;108;1;12;60;146;30;0;2;7
24;18;693;164;1;16;31;68;53;1;1;3
40;14;706;261;1;12;39;236;62;1;2;9
40;21;168;12;0;15;10;185;70;1;3;9
29;9;403;268;1;15;33;163;86;0;5;7
27;28;381;32;1;10;77;159;60;1;5;3
37;12;282;165;0;11;43;159;17;1;4;7
30;18;671;168;0;11;41;184;44;0;4;9
38;20;666;461;1;16;16;274;19;0;5;3
32;28;583;104;0;11;65;73;17;1;4;8
21;9;103;286;1;11;70;198;71;1;4;6
36;20;293;259;0;11;33;232;90;0;2;7
33;24;34;85;0;15;42;177;55;0;3;3
38;27;508;244;1;13;37;276;37;0;2;9
35;15;222;297;0;15;73;82;99;1;3;9
39;16;478;57;0;15;33;202;44;0;2;7
31;26;175;62;0;14;78;177;71;0;5;5
33;12;167;377;1;14;22;239;8;1;5;6
37;24;198;149;0;13;12;95;76;0;3;4
25;12;517;375;0;14;49;154;48;0;4;8
40;12;379;209;1;15;11;130;0;0;3;8
31;26;287;356;0;14;24;225;44;1;3;8
23;20;694;268;1;10;39;66;19;0;1;8
29;16;637;449;1;16;69;108;39;1;2;8
35;24;63;215;1;11;65;154;93;1;1;4
21;17;332;455;1;11;32;99;3;1;2;7
21;24;508;231;1;14;70;288;27;1;2;4
20;13;559;340;0;12;24;243;50;0;1;8
26;19;445;57;0;10;43;151;80;1;4;4
28;9;627;232;0;16;52;257;99;0;2;5
22;14;27;192;1;10;20;189;73;1;4;7
29;21;308;177;1;13;77;213;92;0;1;9
27;19;557;408;1;15;55;121;16;1;3;9
25;15;524;155;0;10;68;116;0;0;5;3
38;14;626;317;0;13;49;179;67;1;2;4
26;20;58;150;1;12;34;232;51;1;1;9
38;16;541;209;1;12;28;268;46;1;3;7
30;14;359;457;1;12;50;137;94;0;5;6
39;28;511;299;1;15;25;278;73;1;1;3
26;23;446;157;0;12;67;110;22;0;1;5
23;11;339;50;0;14;13;174;67;0;2;6
31;30;460;31;1;13;13;65;61;1;5;6
35;18;90;244;0;12;34;86;41;0;5;8
25;16;623;369;1;13;23;112;79;0;5;5
31;19;59;486;1;12;60;163;50;0;2;4
34;30;596;445;0;13;19;117;0;1;4;8
31;19;482;315;0;16;72;238;27;1;3;6
20;11;465;311;0;12;78;156;98;1;3;8
34;22;503;226;1;14;46;267;100;0;1;8
24;25;150;45;0;10;71;207;43;0;1;7
32;25;172;403;0;10;18;97;0;1;1;6
27;12;134;471;0;15;18;242;61;1;5;5
24;28;426;328;1;11;26;236;85;1;3;3
26;9;724;24;0;14;26;126;70;1;1;4
26;14;168;151;0;12;69;142;26;0;1;6
36;9;374;123;1;13;66;257;91;0;2;3
21;14;282;376;1;12;12;84;75;1;2;7
24;22;633;465;0;12;76;263;52;0;2;6
32;23;138;160;0;15;46;87;51;0;5;4
28;23;262;204;0;15;22;299;36;0;4;6
20;19;606;298;0;16;71;160;18;1;3;8
37;25;207;176;1;15;27;174;95;0;5;3
35;29;473;148;1;10;36;82;73;0;5;6
21;17;702;487;0;12;35;274;72;1;4;8
38;14;111;451;1;13;16;257;65;1;2;7
36;19;593;417;1;15;72;135;9;1;1;9
26;19;446;166;0;12;23;89;78;1;4;8
33;28;526;400;0;14;64;88;8;1;3;9
24;24;308;157;0;12;47;245;29;0;1;6
29;13;553;287;0;10;35;249;94;0;1;4
27;19;239;240;0;10;10;193;81;0;3;8
38;27;66;115;1;16;41;290;29;1;3;8
27;25;428;130;0;13;15;112;76;0;1;9
37;27;25;202;0;16;15;73;86;0;1;4
36;12;526;325;1;10;70;101;97;0;5;7
27;16;272;263;0;15;58;63;98;0;2;3
24;10;669;194;1;13;20;67;81;0;2;9
20;23;610;356;0;10;45;268;51;0;2;7
38;18;624;386;0;11;16;258;42;1;5;7
21;17;290;43;1;11;52;287;42;1;1;9
37;10;730;401;1;15;46;272;5;1;5;5
21;18;248;363;0;12;39;250;88;0;4;9
27;12;603;427;0;16;76;207;51;0;4;3
24;27;710;228;0;15;22;199;37;0;1;9
36;12;499;352;0;13;64;250;9;1;1;9
38;28;720;50;0;10;29;113;62;1;1;5
24;30;158;386;0;15;74;249;51;1;2;3
37;23;354;209;1;13;32;177;22;1;5;6
23;10;619;469;1;10;56;289;71;0;4;9
28;21;211;410;1;14;29;248;21;1;5;8
29;22;585;370;0;14;26;276;23;1;5;4
40;24;70;467;0;10;40;90;3;0;2;3
38;29;599;103;0;12;51;225;5;0;2;7
27;12;78;314;0;12;30;199;74;1;4;7
22;22;567;190;1;13;10;119;69;1;1;9
29;20;259;151;1;11;14;86;92;1;3;6
23;26;368;315;0;14;46;124;17;0;4;9
25;27;476;441;0;13;71;281;54;1;3;5
31;15;23;162;0;11;58;131;22;0;3;5
37;18;724;289;1;13;80;60;90;1;3;9
23;24;282;196;0;12;60;288;16;0;2;7
39;9;88;463;1;16;70;122;15;1;3;7
31;21;365;232;0;13;47;62;100;1;4;5
36;22;43;399;0;10;17;132;57;0;3;5
27;15;35;263;1;15;36;108;85;1;4;9
23;19;667;364;0;13;75;246;40;1;2;5
34;26;460;211;1;15;65;93;29;0;3;7
38;14;157;252;0;14;45;112;36;0;4;5
26;29;525;444;0;12;39;81;94;1;2;9
36;25;165;116;0;10;68;230;22;0;5;7
25;24;108;242;0;13;28;200;82;1;3;4
29;19;207;486;1;16;42;147;94;1;4;3
20;18;518;449;0;15;80;77;80;0;3;3
