temperatura;amonia;idade;peso;sexo;fotoperiodo;ruido;luz;umidade;infeccoes;animais_por_gaiola;risco
36;25;325;18;1;11;76;245;99;1;3;6
30;10;681;95;1;16;63;292;83;0;3;6
25;11;281;37;0;13;57;205;77;0;1;4
29;30;407;491;1;10;16;131;97;0;2;4
22;16;52;29;1;14;12;156;33;1;5;5
34;20;382;217;0;15;70;126;15;0;1;9
20;28;670;334;1;11;39;256;79;1;4;9
25;13;294;332;1;16;62;185;59;1;1;7
22;11;384;283;0;14;80;73;63;0;5;5
34;22;607;439;1;11;54;260;86;1;4;9
21;16;268;151;0;13;63;100;78;0;4;8
35;20;704;132;1;14;11;155;48;1;1;6
28;29;516;220;0;15;20;151;48;0;2;9
31;27;606;461;0;15;71;162;3;0;3;9
32;21;675;61;0;10;57;116;48;1;4;4
32;14;278;31;1;14;36;125;46;0;5;5
31;25;647;436;0;15;75;115;66;1;3;7
28;23;34;281;0;13;10;281;8;1;3;5
34;12;32;30;0;16;34;299;32;0;2;4
30;19;493;270;1;13;49;86;83;0;5;9
22;10;145;158;0;15;59;69;35;1;3;9
22;22;432;299;1;10;23;247;25;1;5;9
38;12;44;261;1;14;21;197;60;0;5;7
31;19;484;404;1;16;70;190;38;1;4;8
20;20;599;488;0;15;30;269;58;0;3;6
33;19;375;335;0;13;23;117;89;1;1;3
39;16;665;405;0;16;60;250;55;0;5;3
23;21;143;150;1;10;63;149;50;0;2;9
40;30;252;71;1;15;50;93;23;0;5;5
21;15;649;467;1;14;19;68;39;0;1;5
30;12;654;489;0;15;14;129;93;1;5;5
30;16;591;25;0;16;55;118;68;1;4;4
36;16;599;497;1;11;35;223;65;0;1;3
40;27;694;383;1;13;53;245;22;1;4;5
23;23;79;436;0;12;47;247;55;1;4;7
29;25;647;53;1;10;76;244;31;0;4;3
33;15;238;94;1;16;29;281;11;0;4;3
33;16;479;425;1;11;53;256;20;1;3;8
26;11;100;446;0;15;80;174;30;1;4;7
38;28;532;234;1;15;66;232;63;1;1;6
36;14;343;87;1;15;68;290;80;1;2;9
31;17;214;117;0;10;10;248;48;0;5;5
22;22;501;468;0;13;27;79;24;0;5;6
34;21;92;118;0;13;21;89;88;0;3;6
30;10;487;428;1;13;19;298;50;0;2;9
25;18;445;365;1;10;44;65;0;0;4;3
29;25;246;133;0;15;18;234;38;1;5;5
34;18;680;99;1;14;79;98;43;0;2;7
39;21;664;118;0;16;77;75;55;0;5;8
28;9;341;192;1;10;47;214;34;0;4;3
39;26;494;182;0;12;56;181;15;1;3;5
37;29;599;369;0;11;22;170;11;1;3;7
29;21;607;112;1;15;65;73;71;1;5;7
32;24;500;228;1;10;66;90;8;1;3;7
34;27;61;21;1;16;42;276;78;1;3;6
25;14;266;235;1;14;42;240;3;1;4;6
20;25;491;390;1;13;78;162;75;0;4;5
20;16;68;17;1;11;27;117;8;1;2;9
27;29;414;247;1;13;13;299;51;0;2;6
24;25;328;66;0;13;52;91;46;0;1;7
29;14;87;356;0;15;36;253;13;1;2;5
39;27;30;458;0;13;46;268;73;1;2;4
40;23;172;187;1;16;50;173;4;1;3;5
20;17;59;394;0;11;78;201;67;0;1;8
20;13;399;462;0;15;16;224;67;1;2;6
27;30;188;463;1;16;19;102;42;0;4;7
39;18;385;153;1;10;10;194;69;0;3;5
33;22;105;434;1;13;75;231;93;0;5;4
20;11;198;478;0;13;67;129;65;0;3;6
34;17;544;153;0;15;39;181;62;1;2;5
38;21;96;151;0;11;73;91;83;1;5;7
32;9;78;81;1;16;21;83;79;1;3;6
32;28;144;366;0;16;57;120;89;1;3;6
25;24;677;417;1;10;51;165;43;1;1;7
28;16;579;60;0;10;43;70;94;0;5;4
28;25;169;20;0;12;80;104;77;1;3;5
30;27;672;416;1;12;20;222;80;1;1;7
22;10;702;267;0;16;14;96;89;0;3;8
35;19;621;430;0;14;56;168;99;1;1;9
21;20;287;255;1;15;36;115;95;0;3;7
26;22;189;137;1;12;80;176;4;0;1;8
25;14;190;396;1;13;16;75;5;0;3;3
32;12;572;375;0;16;44;236;62;0;3;5
29;18;319;253;0;10;79;237;50;1;2;4
28;16;72;329;1;16;27;91;16;0;4;3
39;21;175;460;0;11;76;281;97;1;4;3
30;24;560;488;0;11;31;262;75;1;5;3
24;13;205;395;0;13;51;116;70;1;4;7
21;18;39;236;1;10;13;294;38;1;2;8
26;28;484;66;1;12;59;119;78;0;5;3
30;28;158;151;1;16;54;192;71;0;2;6
37;21;506;262;1;10;76;187;22;1;2;5
28;28;252;301;1;12;42;227;71;0;5;7
36;28;398;346;1;11;54;152;77;1;4;4
34;19;175;35;1;13;29;292;16;0;3;4
33;22;135;249;0;14;20;115;34;0;4;5
22;25;367;264;1;12;56;97;81;1;4;6
22;19;254;447;1;11;37;214;67;0;1;3
21;23;494;375;1;14;49;98;89;0;4;4
26;21;728;273;0;16;18;191;44;1;5;9
29;27;373;493;0;14;33;246;17;1;3;6
35;11;306;162;1;12;69;77;47;0;5;7
26;22;532;452;0;16;10;255;87;1;4;6
27;18;406;58;0;11;33;299;32;1;1;5
24;30;557;373;0;16;29;194;6;1;5;8
39;11;578;432;1;11;16;65;61;0;2;6
23;27;169;472;0;14;63;156;36;0;1;9
37;30;267;184;1;14;77;63;10;0;4;7
23;15;171;460;0;14;41;163;48;0;1;5
32;12;389;339;1;16;49;178;76;1;2;3
20;14;516;432;1;15;74;152;57;0;4;5
27;26;200;498;0;12;40;223;80;1;3;3
26;23;42;15;0;13;33;68;77;0;2;9
30;23;116;308;1;11;30;92;51;1;2;4
31;17;679;31;0;13;21;191;0;1;5;7
27;29;414;103;1;15;51;175;78;0;3;4
23;21;723;388;0;13;61;151;37;1;5;5
32;25;494;36;0;14;33;235;89;0;2;8
21;25;668;270;0;16;77;139;53;0;2;6
37;18;666;389;0;14;18;290;26;0;3;9
24;19;268;241;0;10;22;189;34;1;4;8
21;10;323;309;0;14;44;209;3;0;2;3
25;20;280;152;0;11;17;256;61;1;1;9
39;27;509;17;0;11;77;236;6;0;1;7
32;24;590;373;1;10;77;129;23;0;3;4
35;23;380;479;0;12;48;82;46;0;2;6
32;14;349;406;0;14;78;104;85;1;4;6
33;13;612;386;1;13;13;214;94;1;3;8
35;12;447;235;0;12;28;228;2;0;4;4
31;13;119;492;1;16;11;189;11;0;2;4
36;9;84;356;1;15;74;248;56;0;5;7
22;17;41;59;0;11;52;171;32;1;3;8
26;24;146;499;1;13;68;236;93;1;3;4
31;28;542;93;1;13;69;264;95;0;1;3
25;10;587;400;1;12;51;137;65;0;4;6
27;26;84;364;0;13;22;108;100;1;1;3
31;12;289;106;0;13;77;247;10;0;5;6
22;15;356;206;1;11;69;204;55;1;4;9
40;25;226;286;1;15;66;73;79;0;5;6
37;17;117;470;1;11;54;293;7;0;4;3
33;13;321;318;0;12;48;87;75;0;2;5
30;12;258;98;0;11;70;273;32;1;2;3
21;14;697;342;1;13;52;186;69;0;2;3
35;29;310;498;0;11;28;64;58;0;2;4
25;25;556;190;0;14;37;182;51;1;5;8
22;28;528;467;1;14;79;84;86;1;5;6
28;26;712;205;1;11;72;108;24;0;4;6
30;27;478;449;0;12;63;105;51;1;2;9
31;29;185;489;0;12;43;172;78;1;4;3
31;17;131;331;0;12;44;228;41;0;3;4
30;14;720;302;0;14;28;292;72;1;5;6
20;16;76;122;0;14;71;202;15;0;2;7
34;13;617;138;0;10;62;179;59;1;4;6
21;14;634;235;1;11;72;91;49;0;2;8
37;16;479;339;1;16;54;183;57;0;3;5
20;24;85;445;0;12;40;201;39;1;2;7
24;29;529;420;1;10;21;233;55;1;1;4
34;20;170;337;1;12;49;203;44;1;5;4
34;23;108;327;1;14;68;261;61;1;4;7
30;18;482;250;0;15;10;65;7;0;5;7
33;12;353;460;0;12;22;143;53;1;3;4
40;23;486;36;0;15;33;253;36;0;1;4
35;26;397;187;0;11;55;182;81;1;2;8
26;18;536;480;0;10;25;192;25;0;2;5
36;11;269;392;1;14;19;190;94;0;1;4
38;22;511;328;0;10;59;273;43;0;4;7
25;13;197;424;1;10;10;299;44;0;2;3
28;26;252;279;0;13;61;65;50;1;4;9
37;13;215;245;1;13;73;75;61;0;2;5
37;14;125;450;1;10;60;266;63;1;5;7
39;18;635;447;0;16;55;255;20;0;2;4
21;16;679;310;0;16;79;185;18;1;2;6
23;13;616;164;0;15;51;188;39;0;1;5
27;9;572;181;0;11;75;66;42;1;2;3
28;30;729;174;0;14;66;243;60;0;4;5
24;15;598;223;1;14;23;263;36;0;3;8
26;26;539;308;1;12;48;196;23;0;2;7
35;10;103;80;0;10;44;66;52;1;5;4
21;12;354;62;0;11;64;101;38;1;1;5
25;11;698;238;1;14;70;136;49;0;1;3
38;16;722;337;1;13;65;196;65;0;4;8
33;20;135;163;1;15;29;221;49;0;4;3
28;16;302;367;0;16;40;162;62;0;1;5
32;28;146;416;1;10;25;219;69;0;2;5
22;12;451;281;1;10;32;238;72;0;3;7
35;22;676;267;1;12;74;71;68;0;2;7
36;24;441;395;1;16;35;222;18;0;1;8
22;16;525;480;0;12;48;132;99;1;4;3
26;27;403;113;0;14;18;194;85;0;5;3
40;17;488;163;1;14;63;121;39;1;1;5
35;14;141;410;0;13;37;233;45;1;3;9
32;23;401;261;1;10;71;217;0;0;4;3
20;16;721;94;0;10;79;79;18;0;5;7
39;23;659;64;1;15;45;172;35;1;2;7
28;18;150;233;1;16;44;207;28;1;2;5
32;29;98;416;1;11;67;238;68;0;5;7
22;18;503;61;0;14;11;71;92;0;3;8
23;29;602;91;1;11;11;299;6;1;3;6
20;26;123;126;0;15;78;194;35;0;2;6
30;27;208;334;1;11;47;232;42;1;4;4
26;18;169;483;1;10;44;188;68;1;5;3
30;14;176;286;0;15;66;230;15;0;4;5
21;29;437;137;1;16;74;116;62;0;4;4
22;15;390;343;1;14;50;131;100;0;2;9
20;28;517;134;1;15;76;162;25;0;3;8
35;29;341;114;1;15;57;116;69;1;2;7
36;12;165;73;1;15;29;125;26;0;5;3
31;12;42;36;0;10;65;217;73;1;5;6
32;18;535;209;1;14;43;300;17;1;3;4
27;12;76;464;0;10;52;99;30;0;3;6
38;26;698;269;1;14;27;211;48;1;1;6
31;24;341;367;1;16;11;257;63;1;4;9
23;23;506;399;1;15;33;126;48;1;3;8
32;13;43;212;1;16;43;186;98;1;5;7
24;29;473;151;1;15;15;128;28;1;4;7
21;10;328;16;1;12;45;257;64;0;2;3
36;19;210;366;0;14;60;201;54;1;1;8
24;30;99;103;1;12;29;178;25;0;2;7
22;15;299;27;1;13;21;192;10;0;4;8
29;23;496;225;1;16;71;203;66;0;5;6
25;9;711;120;0;10;38;208;24;1;3;7
32;14;143;422;0;15;76;175;70;1;1;6
34;29;421;162;1;10;47;109;80;0;2;3
39;25;455;193;0;10;79;233;48;0;4;3
21;27;692;75;0;13;35;170;3;1;3;5
40;29;168;315;0;10;37;288;69;1;2;6
36;23;707;160;0;14;43;107;43;1;5;7
35;24;150;135;1;15;35;274;78;1;4;5
40;15;60;166;0;15;29;218;45;1;1;4
33;13;375;402;1;14;22;164;20;1;3;6
28;16;61;162;1;10;15;122;90;1;3;9
37;16;628;158;0;15;25;86;52;0;4;6
20;17;625;405;1;14;49;90;49;1;1;5
36;11;578;434;1;10;43;214;48;0;4;7
39;19;80;356;0;11;44;179;22;0;5;6
40;11;405;355;0;15;60;244;43;1;2;4
20;21;131;79;0;14;37;216;82;0;1;4
35;26;375;135;0;15;22;174;0;0;3;7
25;11;372;391;1;16;72;272;99;1;3;3
24;28;530;475;1;16;57;262;70;0;4;3
26;20;251;56;0;16;53;125;4;0;4;9
38;24;571;107;1;13;43;250;21;1;5;8
25;27;300;310;0;14;35;169;85;1;2;6
24;24;177;136;0;11;59;127;7;0;1;8
24;20;176;106;0;10;38;72;10;1;5;9
30;16;39;62;1;11;55;154;79;0;5;6
22;16;463;209;0;14;55;88;100;0;2;9
21;9;63;249;0;10;56;145;48;1;3;8
35;19;37;136;0;14;44;91;12;1;4;4
35;10;164;47;1;13;12;252;30;0;3;7
31;29;255;47;1;15;37;201;44;0;5;4
23;24;385;174;1;14;64;288;33;0;1;9
26;28;191;456;1;13;55;119;10;1;3;7
24;25;699;207;0;11;61;234;80;1;1;4
29;14;424;409;0;11;57;187;13;0;2;4
31;19;272;397;0;12;61;144;79;0;1;4
34;27;656;211;0;12;20;212;30;0;4;8
38;10;439;171;0;13;31;226;32;1;4;6
36;14;220;221;1;10;50;155;84;0;2;3
23;10;304;144;1;14;26;74;81;0;2;4
22;30;565;185;0;14;53;164;15;0;3;3
20;17;98;261;1;12;77;99;23;1;3;3
34;11;521;118;1;16;44;235;84;1;3;5
33;19;649;499;0;12;38;271;41;0;2;6
22;19;312;188;0;11;63;275;90;0;2;8
39;15;439;457;0;16;36;199;49;0;5;3
32;27;475;295;1;16;11;298;32;0;1;3
32;15;604;447;0;12;16;255;72;1;1;5
21;23;373;113;0;12;28;128;45;0;4;6
25;16;178;400;0;11;79;193;75;1;2;4
21;21;62;329;0;16;19;134;23;0;1;6
40;17;489;233;1;15;64;165;74;1;5;5
33;24;90;466;1;16;24;210;19;0;2;4
24;21;550;27;1;14;22;294;73;0;3;6
39;11;43;114;0;14;33;185;59;1;2;4
22;21;444;427;1;14;38;132;63;1;2;8
36;11;128;375;1;16;14;247;61;1;4;8
40;26;259;356;0;12;67;245;22;0;4;5
28;18;720;304;0;14;73;94;29;1;2;3
38;14;656;271;1;16;57;70;51;1;5;6
40;11;685;444;0;10;29;214;22;0;4;5
24;27;161;479;0;16;64;106;20;0;3;5
21;17;280;291;0;10;77;161;50;0;5;5
22;20;166;471;1;14;37;76;66;1;5;4
37;21;268;121;1;11;72;110;35;0;3;7
31;19;357;133;1;12;16;92;87;0;2;5
28;29;264;462;1;15;68;209;21;1;5;4
20;15;260;36;0;12;58;153;32;0;1;6
39;19;213;291;0;15;55;202;30;0;3;3
22;28;692;391;0;15;57;182;33;0;3;6
20;16;690;492;1;15;30;253;16;1;3;6
26;11;601;228;1;15;62;226;63;1;5;8
32;17;45;255;1;11;16;230;66;0;2;7
35;25;128;14;0;15;54;255;88;0;1;9
21;11;299;358;1;11;73;83;78;0;3;3
39;17;177;176;0;10;43;124;0;1;1;9
28;27;227;273;1;13;76;294;58;0;2;4
34;15;497;357;1;14;64;151;14;0;3;9
35;18;621;464;1;10;29;187;45;1;5;8
26;16;143;238;1;15;57;256;53;0;3;3
36;12;725;181;0;14;35;152;2;1;5;3
39;19;104;161;1;13;53;204;69;1;3;7
27;22;489;302;1;11;11;299;5;1;1;3
29;29;613;134;0;15;69;278;37;1;2;7
33;30;106;333;0;12;37;144;78;1;5;6
28;25;556;167;0;16;25;227;29;0;2;6
21;19;647;424;1;15;35;109;42;1;1;8
25;12;509;222;0;14;46;98;90;1;1;5
33;25;375;137;1;11;33;249;17;1;4;9
35;26;538;186;1;15;43;157;13;1;3;3
40;28;286;240;1;11;76;275;85;1;1;6
37;12;322;273;1;16;36;92;72;1;4;4
30;25;460;89;1;14;63;156;13;1;5;3
25;13;240;380;1;13;66;260;34;0;2;6
29;14;727;436;0;12;42;84;42;1;4;6
24;19;118;350;1;11;24;230;89;1;2;5
30;25;683;275;0;12;49;220;44;1;4;6
34;11;371;111;1;14;71;163;77;0;2;6
27;28;39;343;1;14;66;213;82;0;1;7
33;27;290;106;1;12;50;284;88;0;5;8
20;27;222;89;1;14;46;71;28;1;4;3
35;19;245;453;0;14;53;68;21;0;1;5
29;29;384;30;1;12;76;262;23;0;3;5
21;9;171;241;1;12;68;284;45;0;4;8
34;28;446;478;1;12;72;137;76;0;2;8
38;28;560;299;1;12;55;183;40;0;3;5
36;20;501;242;1;11;12;81;83;1;2;6
34;23;627;435;0;12;32;166;21;1;5;6
23;25;528;155;1;11;15;65;83;1;3;7
34;24;82;18;0;10;60;230;49;0;5;3
21;29;62;244;1;16;67;115;97;1;2;3
36;15;708;280;0;16;56;111;75;0;4;8
27;24;267;182;1;14;39;269;17;0;4;5
28;9;265;499;0;11;31;188;53;1;3;9
40;9;222;136;0;16;12;183;3;1;5;7
39;26;83;267;1;12;44;274;26;1;1;7
35;12;208;365;0;13;45;107;32;1;2;7
33;14;180;331;0;12;45;184;9;0;3;8
29;22;185;140;0;10;68;255;75;1;2;8
40;29;85;314;1;10;57;172;78;0;3;8
31;29;511;320;0;14;35;116;19;0;2;8
26;20;456;279;0;15;31;286;14;1;2;9
38;13;337;336;1;12;43;243;80;0;2;4
24;23;379;376;1;15;79;299;98;1;2;4
29;20;549;128;1;14;31;156;73;0;2;5
28;28;375;434;0;12;44;121;78;0;2;6
37;17;280;220;1;11;55;180;96;0;3;3
24;23;239;77;0;13;78;172;41;1;5;7
28;12;578;16;1;12;79;235;81;1;5;5
28;12;390;415;0;15;36;103;57;1;4;4
39;14;457;415;1;11;14;178;87;0;1;7
24;30;556;263;0;15;57;183;7;0;5;8
22;15;312;160;1;11;42;206;15;0;2;7
20;21;307;335;1;10;59;216;5;1;1;7
31;30;652;473;1;15;45;217;98;1;4;9
21;23;97;148;1;16;13;195;97;0;3;7
20;21;155;121;1;12;11;81;33;0;4;9
29;14;133;285;1;12;15;186;49;0;1;6
22;17;377;346;1;12;16;275;38;0;1;7
36;16;315;453;1;14;32;205;71;0;5;7
33;13;121;271;0;13;54;167;70;1;4;7
22;15;680;412;0;11;57;249;42;0;1;3
34;27;456;25;1;14;36;135;13;0;5;5
25;30;287;444;1;15;43;81;88;1;1;3
24;15;47;345;1;16;33;253;9;1;1;8
37;11;254;448;0;11;51;206;17;1;3;4
28;19;177;387;0;16;28;175;11;0;2;5
34;27;89;251;0;13;55;139;3;1;4;8
33;26;579;281;1;16;65;78;76;1;5;4
35;16;520;25;0;13;65;249;14;0;5;4
40;30;616;414;0;11;59;194;90;1;4;6
28;10;649;143;0;15;47;76;26;0;2;6
30;27;710;432;1;10;17;231;3;1;5;9
23;22;193;413;0;14;78;81;99;0;3;3
20;18;39;16;1;16;78;215;23;0;5;6
37;24;329;104;0;16;12;241;80;0;3;9
23;19;41;47;0;14;48;93;87;1;3;5
40;20;130;347;1;15;33;154;57;1;4;4
22;25;573;262;0;16;67;216;57;0;5;3
30;9;295;352;0;10;54;273;78;0;4;5
40;26;257;351;0;10;11;126;73;0;3;4
23;14;61;305;1;14;67;233;88;1;2;7
27;20;663;416;1;14;75;188;59;1;1;9
31;21;263;436;0;13;30;256;38;0;5;3
29;25;608;457;1;13;31;265;62;0;3;9
29;24;658;55;1;13;49;93;65;0;5;5
27;27;464;290;1;15;57;139;82;0;1;3
30;9;305;235;0;11;71;127;70;0;1;3
36;22;635;30;0;16;13;220;18;1;3;5
40;18;670;329;1;12;38;169;25;0;2;3
33;22;125;77;1;10;48;215;14;1;5;9
30;16;212;18;0;14;78;252;86;0;5;6
26;23;24;475;1;16;49;216;15;0;2;4
30;16;221;170;1;10;28;107;13;0;2;7
32;11;50;423;0;15;78;74;74;1;1;3
20;16;139;241;1;16;34;139;10;1;1;9
25;22;566;397;0;13;56;235;73;1;1;3
29;23;492;114;0;13;12;215;31;0;1;4
29;26;700;321;1;15;36;178;100;0;1;8
36;19;101;324;0;16;42;123;91;0;5;7
24;11;714;46;1;15;65;80;44;1;1;9
23;16;351;117;1;12;75;254;50;1;5;4
34;27;221;400;0;14;42;105;83;1;5;3
35;25;521;53;1;14;30;268;75;1;2;9
40;27;534;421;0;12;50;122;37;1;5;3
35;30;291;157;1;16;63;76;62;0;5;6
24;17;465;492;1;12;58;157;22;0;2;3
22;14;472;57;1;13;28;81;3;0;4;9
39;13;369;96;1;16;46;125;29;0;2;4
38;24;451;48;1;12;54;223;64;0;2;4
24;19;528;449;1;10;66;118;61;0;4;5
23;13;609;154;0;14;61;117;40;0;4;7
38;10;337;192;0;12;80;112;60;1;2;7
40;9;274;202;0;13;20;206;20;1;4;9
32;18;72;235;0;11;38;211;76;0;3;6
20;14;575;180;0;10;65;216;44;1;3;3
35;10;686;38;1;12;39;184;67;0;4;8
25;19;323;112;1;16;40;246;34;1;4;7
36;26;507;281;1;13;24;274;22;1;3;5
31;17;274;385;1;10;32;129;5;1;1;7
39;17;577;116;0;15;49;95;39;0;3;7
32;11;219;42;1;11;53;230;4;0;3;6
37;25;648;357;0;16;48;291;1;1;2;9
29;21;118;463;1;11;20;69;25;1;1;7
34;10;304;37;0;12;29;162;36;0;2;8
26;11;640;368;0;15;23;75;40;1;2;9
38;22;275;440;1;10;48;223;41;1;5;7
26;15;521;413;1;15;46;90;61;0;3;8
24;19;366;317;1;11;46;277;17;1;2;4
22;13;299;136;1;11;75;173;94;1;2;3
37;10;433;302;0;11;50;174;14;1;3;9
35;27;673;464;0;12;17;74;47;1;4;9
40;18;308;208;0;10;74;113;43;0;3;5
36;19;608;140;1;12;42;68;85;1;5;4
27;24;322;30;0;15;62;221;72;0;3;9
35;24;535;32;0;12;34;208;49;0;3;8
36;24;375;494;0;11;17;214;6;0;1;3
26;18;118;280;1;12;75;77;55;0;5;5
25;21;481;149;1;15;53;92;3;1;5;9
40;9;433;47;0;12;25;282;83;0;5;6
38;15;76;223;0;15;58;148;54;0;4;9
22;18;464;470;1;14;43;203;30;1;2;5
30;25;141;98;1;16;72;240;41;0;3;3
28;19;532;34;0;10;56;234;39;1;5;5
40;11;101;322;0;12;43;268;52;1;3;9
36;30;537;375;1;15;70;214;65;0;3;6
24;10;726;111;1;12;56;219;25;1;3;3
30;9;124;394;0;10;44;139;27;0;4;3
35;29;114;370;0;10;49;198;57;1;3;6
26;19;554;215;1;16;75;136;67;0;5;3
21;10;52;269;0;14;17;88;48;0;1;6
21;24;403;348;0;10;35;278;27;0;2;3
29;21;171;392;0;10;17;288;1;0;4;6
39;30;378;59;0;12;50;189;11;1;5;8
26;13;497;17;1;10;78;108;66;1;1;7
21;28;338;394;0;11;14;198;45;1;2;5
23;10;514;158;1;12;26;213;75;0;2;6
32;30;210;34;1;16;64;157;74;0;3;9
24;14;233;168;0;13;45;192;72;0;5;3
24;12;375;444;1;12;65;266;24;0;2;4
32;23;707;152;1;15;46;112;45;1;3;6
22;19;712;160;0;11;40;219;37;1;2;8
32;16;83;144;0;13;37;199;35;1;3;4
24;22;243;301;1;16;37;196;38;1;3;3
31;22;525;375;1;14;80;154;81;0;1;9
29;10;646;386;1;15;23;115;4;1;4;5
31;15;526;210;1;16;58;83;96;0;2;7
39;13;508;69;1;13;61;83;75;1;3;6
25;19;235;288;0;16;64;225;57;1;5;4
36;12;601;333;0;14;37;148;89;0;5;5
33;18;325;357;0;13;57;106;17;1;3;8
23;16;287;264;1;16;67;269;37;1;2;5
28;13;373;164;1;13;32;213;28;1;1;9
30;12;636;109;0;15;63;300;11;0;1;8
20;15;530;269;1;16;76;223;88;0;5;3
31;29;702;261;0;13;66;96;62;1;4;4
29;21;636;362;1;11;72;283;69;1;5;4
30;24;254;235;1;11;18;173;34;0;1;4
36;21;502;159;0;12;46;104;60;1;3;7
30;15;536;189;1;13;12;205;21;0;4;8
24;9;658;311;0;15;61;128;21;0;2;6
27;27;355;494;0;11;12;235;95;0;2;5
40;12;595;218;0;13;24;143;2;1;3;5
32;25;707;373;1;15;15;79;14;0;2;4
38;27;546;132;0;10;51;269;6;0;1;8
31;14;484;412;1;11;21;103;76;0;3;5
26;18;63;486;1;11;17;155;79;0;3;7
32;25;648;188;1;10;65;165;37;0;1;9
32;28;487;22;0;13;62;67;27;1;1;4
39;26;722;87;0;11;56;76;40;0;4;7
38;17;218;37;1;11;64;236;2;1;1;6
36;19;619;148;0;14;20;242;85;1;5;5
21;10;373;11;1;15;27;187;79;1;1;7
37;24;611;500;1;14;49;109;55;1;1;8
25;23;654;139;0;10;56;259;5;0;3;4
28;17;662;320;0;14;32;112;68;0;3;9
30;22;669;219;0;15;27;230;83;1;4;7
20;27;336;128;0;10;38;246;85;1;5;6
29;19;78;326;0;15;14;123;63;0;1;6
37;17;454;453;0;13;27;217;6;1;3;9
37;9;59;427;0;12;24;293;55;0;3;8
21;13;386;34;0;10;28;189;82;0;3;4
25;13;623;416;1;12;33;269;39;0;1;5
34;13;312;203;1;12;44;237;9;1;2;6
35;26;143;290;0;16;17;219;43;1;1;8
21;26;149;306;1;11;68;148;4;0;4;6
38;15;471;437;0;10;42;290;34;0;2;6
27;26;227;41;0;10;77;93;92;1;2;4
29;22;60;89;0;13;59;295;25;1;3;9
29;13;639;171;1;13;65;135;2;1;3;3
33;21;149;471;1;13;30;298;77;0;3;4
28;27;373;302;0;16;43;284;99;1;3;9
30;23;546;324;1;13;44;216;33;0;3;3
37;16;575;382;0;11;56;103;13;0;3;6
37;21;59;64;1;11;25;265;28;0;4;3
26;14;228;397;1;16;79;223;98;1;2;7
31;24;410;470;0;14;39;116;75;1;1;4
23;23;655;293;1;16;54;86;58;1;3;5
35;14;660;84;1;16;20;186;54;1;3;4
24;26;518;452;0;11;77;63;19;0;5;3
26;30;672;25;0;16;41;196;82;0;1;9
20;11;498;257;0;15;43;208;49;1;1;8
20;19;91;96;0;14;27;280;16;0;2;4
31;9;257;126;0;13;15;204;1;1;5;5
34;19;203;229;0;10;16;257;15;1;3;7
20;14;101;197;1;15;76;111;93;1;1;8
30;9;605;16;1;16;54;251;75;1;1;7
25;25;455;151;0;15;45;214;58;0;5;8
23;29;355;73;0;15;47;272;64;1;4;9
26;14;240;220;1;12;14;147;100;1;2;3
22;19;458;279;0;16;57;210;52;0;1;8
35;20;29;35;0;10;27;290;0;0;1;4
21;18;144;440;1;15;78;281;2;0;4;5
33;25;320;330;1;11;80;117;3;0;1;9
37;21;691;89;1;10;44;79;23;1;1;6
36;10;226;370;0;12;33;68;81;0;2;8
31;11;212;60;0;15;38;86;39;0;5;6
34;25;634;25;0;13;23;157;80;1;3;6
28;18;466;379;1;12;75;69;83;1;5;6
38;9;326;195;1;15;52;139;46;1;3;8
34;29;371;50;1;16;61;295;98;0;5;9
24;20;550;13;0;10;11;209;69;0;5;3
37;19;296;487;0;15;67;249;11;1;5;7
21;13;530;404;0;13;41;265;42;1;2;9
33;22;702;236;1;16;24;87;87;1;3;3
25;28;706;132;1;14;35;137;4;1;3;4
40;14;640;56;1;16;48;80;45;1;2;6
39;22;580;480;1;15;16;73;36;0;5;3
34;27;281;314;1;10;37;196;57;0;5;6
21;17;480;103;0;14;75;271;94;0;4;3
34;9;104;482;1;10;48;217;72;0;1;7
26;21;306;86;0;11;25;107;23;0;5;5
30;16;673;134;1;16;58;236;66;0;4;5
22;29;253;305;1;15;25;273;18;1;4;3
24;26;319;212;0;11;24;230;40;1;1;3
34;18;576;357;0;15;61;79;42;0;3;7
35;10;634;196;0;12;48;99;5;0;5;7
26;9;70;187;1;12;72;144;9;1;2;4
26;29;340;181;1;13;43;86;97;0;4;8
31;13;46;348;0;14;13;150;98;1;3;9
36;10;239;273;1;12;33;107;26;1;5;3
38;27;292;354;1;16;44;133;36;0;4;3
21;26;415;347;1;10;44;223;63;0;4;5
37;13;130;430;1;12;80;239;82;1;3;7
33;21;535;375;1;10;10;100;62;1;4;8
34;14;584;476;1;13;32;75;14;0;2;7
24;30;547;263;1;11;28;130;83;1;5;5
23;27;291;385;0;11;31;233;52;0;5;7
29;18;662;360;0;13;55;206;63;0;1;9
32;19;50;196;0;12;24;247;93;0;4;5
40;27;519;488;0;14;24;232;95;0;5;8
37;18;476;155;0;11;14;61;9;1;1;5
33;21;560;392;1;12;59;71;14;1;3;7
23;19;434;14;0;13;61;278;70;1;5;3
29;26;573;269;0;14;33;144;51;1;2;3
24;9;101;451;0;15;22;117;8;0;2;3
26;11;637;376;1;14;43;192;76;0;4;5
35;20;181;443;1;11;74;254;45;1;1;8
37;18;636;277;0;12;52;253;78;0;4;7
39;15;644;417;1;14;42;269;59;1;2;8
